time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-12-23T22:39:46.729Z,37.2527,-116.1168,6.7239,0.51,ml,10,227.95,0.049,0.1501,nn,nn00473533,2014-12-23T23:22:22.261Z,"68km NE of Beatty, Nevada",earthquake
2014-12-23T22:33:13.330Z,52.2443,158.5265,74.61,4.7,mb,,123,0.783,0.49,us,usc000t9k4,2014-12-24T06:35:57.550Z,"76km S of Vilyuchinsk, Russia",earthquake
2014-12-23T22:30:49.396Z,42.0903,-120.2864,7.6349,0.76,ml,5,141.26,0.145,0.0939,nn,nn00474253,2014-12-29T20:33:23.335Z,"11km SSE of Lakeview, Oregon",earthquake
2014-12-23T22:27:20.980Z,38.8264999,-122.8535004,2.92,1.38,md,27,60,0.002833,0.03,nc,nc72369276,2014-12-24T02:36:03.109Z,"10km WNW of The Geysers, California",earthquake
2014-12-23T22:23:48.330Z,64.6519,-17.4879,6.86,4.5,mb,,112,1.652,0.58,us,usc000t9k0,2014-12-24T06:26:21.367Z,"118km SSE of Akureyri, Iceland",earthquake
2014-12-23T22:23:46.630Z,33.6778333,-116.7968333,18.55,0.81,ml,14,91,0.07652,0.07,ci,ci37298600,2014-12-24T02:29:20.292Z,"9km SW of Idyllwild-Pine Cove, California",earthquake
2014-12-23T22:21:23.880Z,33.6973333,-116.7328333,19.6,1.23,ml,24,54,0.0208,0.09,ci,ci37298592,2014-12-24T02:25:36.480Z,"4km SSW of Idyllwild, California",earthquake
2014-12-23T22:20:46.000Z,60.3184,-152.4491,101.1,1.8,ml,32,79.1999936640005,,0.57,ak,ak11472353,2014-12-31T22:03:16.774Z,"24km SE of Redoubt Volcano, Alaska",earthquake
2014-12-23T22:19:37.000Z,63.0877,-148.2568,9.3,0.2,ml,10,176.399985888001,,0.22,ak,ak11472354,2014-12-31T22:03:35.159Z,"48km SE of Cantwell, Alaska",earthquake
2014-12-23T22:16:17.390Z,37.4488333,-121.7998333,5.57,2.2,md,73,58,0.07972,0.05,nc,nc72369266,2014-12-25T01:00:03.396Z,"7km NNE of East Foothills, California",earthquake
2014-12-23T22:15:31.870Z,33.5788333,-116.8163333,10.25,0.77,ml,18,100,0.04605,0.1,ci,ci37298584,2014-12-24T02:20:41.530Z,"13km WNW of Anza, California",earthquake
2014-12-23T22:12:42.810Z,35.0621667,-117.626,0.01,1.59,ml,10,207,0.1399,0.29,ci,ci37298576,2014-12-23T22:16:49.250Z,"7km NNE of Boron, California",quarry_blast
2014-12-23T22:10:03.000Z,61.9731,-151.7656,96.6,1.5,ml,35,143.999988480001,,0.5,ak,ak11472351,2014-12-31T22:03:15.000Z,"94km WNW of Willow, Alaska",earthquake
2014-12-23T22:05:07.970Z,39.121,-111.9043333,21.8,0.77,md,6,133,0.211,0.04,uu,uu60096607,2014-12-23T22:45:24.580Z,"7km W of Centerfield, Utah",earthquake
2014-12-23T22:02:51.000Z,58.1177,-142.7283,9.7,3,ml,98,140.399988768001,,0.63,ak,ak11472344,2014-12-31T22:03:46.217Z,"217km S of Cape Yakataga, Alaska",earthquake
2014-12-23T21:50:11.650Z,40.5863333,-124.09,17.45,1.88,md,19,131,0.1662,0.09,nc,nc72369261,2014-12-24T11:41:04.601Z,"4km N of Hydesville, California",earthquake
2014-12-23T21:45:48.000Z,59.6476,-152.8822,91.6,1.5,ml,24,79.1999936640005,,0.4,ak,ak11476873,2014-12-31T22:03:57.024Z,"60km WSW of Anchor Point, Alaska",earthquake
2014-12-23T21:45:26.780Z,47.1801667,-121.8861667,0.01,1.07,md,7,254,0.06578,0.09,uw,uw60942297,2014-12-24T17:53:38.730Z,"8km ESE of Enumclaw, Washington",anthropogenic_event
2014-12-23T21:42:57.000Z,46.9323,-112.9475,12.5,1.3,mc,18,97.1999922240006,0.1356456,0.08,mb,mb14098034,2014-12-29T19:57:28.667Z,"20km W of Lincoln, Montana",earthquake
2014-12-23T21:42:40.280Z,46.3965,-122.4155,5.1,0.72,md,11,265,0.1044,0.16,uw,uw60942292,2014-12-23T22:04:01.610Z,"20km SSW of Morton, Washington",earthquake
2014-12-23T21:38:19.760Z,38.8711662,-122.8144989,2.66,0.43,md,7,111,0.007584,0.01,nc,nc72369241,2014-12-23T21:39:54.440Z,"9km NW of Cobb, California",earthquake
2014-12-23T21:36:17.440Z,38.840332,-122.8303299,2.71,1.39,md,28,57,0.004387,0.04,nc,nc72369236,2014-12-24T01:55:03.833Z,"9km WNW of Cobb, California",earthquake
2014-12-23T21:35:16.000Z,54.1483,-164.4766,68,2.7,ml,23,194.399984448001,,0.5,ak,ak11472289,2014-12-31T22:03:34.570Z,"84km E of Akutan, Alaska",earthquake
2014-12-23T21:29:54.000Z,59.1883,-138.7251,9.5,2.1,ml,31,161.999987040001,,0.44,ak,ak11472284,2014-12-31T22:03:16.191Z,"69km SE of Yakutat, Alaska",earthquake
2014-12-23T21:24:08.000Z,53.8443,-166.8569,4.3,1.4,ml,6,115.199990784001,,0.66,ak,ak11472282,2014-12-31T22:03:33.866Z,"21km W of Unalaska, Alaska",earthquake
2014-12-23T21:19:51.360Z,-6.7346,155.1111,32.97,5.1,mb,,34,5.49,0.91,us,usc000t9ir,2014-12-24T05:22:35.946Z,"62km SW of Panguna, Papua New Guinea",earthquake
2014-12-23T21:17:32.230Z,38.8376656,-122.8300018,2.46,0.19,md,11,67,0.004382,0.02,nc,nc72369231,2014-12-23T22:01:01.679Z,"9km W of Cobb, California",earthquake
2014-12-23T21:06:47.000Z,60.3172,-141.1535,13.3,1.1,ml,18,107.999991360001,,0.4,ak,ak11472281,2014-12-31T22:03:33.256Z,"76km ENE of Cape Yakataga, Alaska",earthquake
2014-12-23T21:01:13.450Z,38.9475,-112.9495,-2,1.61,md,9,96,0.354,0.15,uu,uu60096592,2014-12-23T22:11:01.880Z,"54km W of Fillmore, Utah",quarry_blast
2014-12-23T20:59:43.040Z,43.3055,-123.2831667,0.01,0.97,md,6,100,0.03845,0.2,uw,uw60942262,2014-12-24T18:03:36.640Z,"4km NNE of Roseburg North, Oregon",anthropogenic_event
2014-12-23T20:59:26.585Z,41.83,-119.6208,3.5136,1.59,ml,4,228.29,0.18,0.1524,nn,nn00474247,2014-12-29T20:25:46.451Z,"72km ESE of Lakeview, Oregon",earthquake
2014-12-23T20:44:38.389Z,41.84,-119.6185,4.4239,1.22,ml,4,226.76,0.174,0.0978,nn,nn00473537,2014-12-23T22:59:24.687Z,"71km ESE of Lakeview, Oregon",earthquake
2014-12-23T20:36:23.877Z,41.8272,-119.6573,0,0.92,ml,2,316.19,0.164,0.0256,nn,nn00474212,2014-12-29T18:34:36.757Z,"69km SE of Lakeview, Oregon",earthquake
2014-12-23T20:35:28.400Z,36.8913,-97.6911,5.554,3,ml,,54,,0.81,us,usc000t9i2,2014-12-30T18:35:49.302Z,"10km NNE of Medford, Oklahoma",earthquake
2014-12-23T20:35:09.060Z,32.9143333,-116.3403333,12.22,1.48,ml,11,80,0.07246,0.13,ci,ci37298568,2014-12-24T02:13:16.880Z,"20km ENE of Pine Valley, California",earthquake
2014-12-23T20:32:13.900Z,36.1109,-97.077,4.869,2.8,ml,,97,,0.76,us,usc000t9if,2014-12-30T18:36:07.244Z,"1km WSW of Stillwater, Oklahoma",earthquake
2014-12-23T20:25:16.000Z,59.5331,-135.9884,7.9,1.7,ml,9,100.799991936001,,0.71,ak,ak11476868,2014-12-31T22:03:56.326Z,"39km WNW of Skagway, Alaska",earthquake
2014-12-23T20:05:34.960Z,33.6838333,-117.2623333,0.01,1.35,ml,14,110,0.05436,0.18,ci,ci37298560,2014-12-24T02:16:51.530Z,"1km E of Canyon Lake, California",quarry_blast
2014-12-23T20:05:21.000Z,60.0462,-152.7401,97.5,1.5,ml,28,93.5999925120006,,0.57,ak,ak11476867,2014-12-31T22:03:55.760Z,"48km S of Redoubt Volcano, Alaska",earthquake
2014-12-23T20:03:57.940Z,-21.9831,170.6874,108.49,5,mb,,95,3.938,0.77,us,usc000t9hs,2014-12-30T18:09:32.144Z,"147km WNW of Ile Hunter, New Caledonia",earthquake
2014-12-23T19:59:45.000Z,53.3242,-164.1175,56,2.6,ml,11,302.399975808002,,0.29,ak,ak11476866,2014-12-31T22:05:31.590Z,"141km SE of Akutan, Alaska",earthquake
2014-12-23T19:57:43.800Z,38.8170013,-122.7856674,2.28,1.76,md,35,36,0.005396,0.04,nc,nc72369201,2014-12-23T20:49:02.152Z,"5km W of Cobb, California",earthquake
2014-12-23T19:56:03.210Z,41.5181667,-112.2026667,7.77,1.16,md,14,71,0.081,0.11,uu,uu60096577,2014-12-23T21:55:03.350Z,"15km W of Brigham City, Utah",earthquake
2014-12-23T19:49:07.300Z,35.811,-97.4277,6.761,2.5,ml,,100,,0.63,us,usc000t9hy,2014-12-30T17:58:31.260Z,"7km S of Guthrie, Oklahoma",earthquake
2014-12-23T19:45:54.310Z,37.4508,-116.5238,17.78,1.51,ml,22,119.47,0.174,,nn,nn00473497,2014-12-23T19:48:26.278Z,"63km NNE of Beatty, Nevada",earthquake
2014-12-23T19:45:10.000Z,61.9854,-146.9203,48.4,1.6,ml,,,,0.43,ak,ak11472275,2014-12-23T20:28:20.184Z,"73km W of Glennallen, Alaska",earthquake
2014-12-23T19:41:21.300Z,45.9233,-111.2118,1,1.2,mc,11,219.599982432001,0.2254771,0.2,mb,mb14571882,2014-12-29T19:57:24.937Z,"11km NE of Manhattan, Montana",earthquake
2014-12-23T19:33:18.650Z,33.722,-118.0043333,9.81,2.46,ml,51,129,0.06334,0.37,ci,ci37298552,2014-12-30T23:40:43.101Z,"2km SSW of Midway City, California",earthquake
2014-12-23T19:32:55.000Z,61.0115,-151.2485,70.4,1.8,ml,43,35.9999971200002,,0.48,ak,ak11472223,2014-12-31T22:03:59.082Z,"35km N of Nikiski, Alaska",earthquake
2014-12-23T19:28:14.140Z,38.8186684,-122.8178329,2.81,0.51,md,10,104,0.007682,0.02,nc,nc72369161,2014-12-23T19:29:49.510Z,"7km NW of The Geysers, California",earthquake
2014-12-23T19:27:59.790Z,38.824501,-122.8274994,2.38,0.51,md,14,65,0.006043,0.02,nc,nc72369156,2014-12-23T20:11:05.599Z,"8km NW of The Geysers, California",earthquake
2014-12-23T19:21:05.090Z,51.845,178.5327,107.03,4.5,mb,,71,0.669,0.79,us,usc000t9h5,2014-12-31T22:03:13.622Z,"11km S of Little Sitkin Island, Alaska",earthquake
2014-12-23T19:18:50.760Z,-55.9531,-27.987,103.75,4.8,mb,,67,5.158,0.79,us,usc000ta0l,2014-12-30T17:26:15.653Z,"96km NNW of Visokoi Island, ",earthquake
2014-12-23T19:10:33.620Z,33.2423333,-116.7718333,10.23,0.95,ml,23,84,0.05417,0.21,ci,ci37298544,2014-12-23T22:05:56.560Z,"23km NE of San Pasqual, California",earthquake
2014-12-23T18:59:37.823Z,38.4486,-119.2561,6.1313,0.02,ml,4,183.13,0.153,0.0846,nn,nn00475126,2015-01-04T01:52:31.028Z,"21km N of Bridgeport, California",earthquake
2014-12-23T18:58:27.000Z,59.6656,-153.4074,130.7,1.6,ml,16,165.599986752001,,0.39,ak,ak11476863,2014-12-31T22:03:54.416Z,"85km E of Old Iliamna, Alaska",earthquake
2014-12-23T18:57:04.680Z,36.9481667,-112.8871667,20.25,1.33,ml,7,146,0.086,0.06,uu,uu60096572,2014-12-23T20:38:39.420Z,"9km ESE of Colorado City, Arizona",earthquake
2014-12-23T18:53:00.080Z,37.6413333,-118.9396667,7.78,1.33,md,23,72,0.02467,0.05,nc,nc72369096,2014-12-24T11:11:04.521Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-12-23T18:52:39.000Z,63.2892,-150.478,12.2,1,ml,22,61.1999951040004,,0.67,ak,ak11472211,2014-12-31T22:03:58.382Z,"77km W of Cantwell, Alaska",earthquake
2014-12-23T18:50:10.130Z,37.6628333,-118.939,10.56,0.74,md,8,96,0.003262,0.02,nc,nc72369091,2014-12-24T08:25:04.526Z,"3km ENE of Mammoth Lakes, California",earthquake
2014-12-23T18:48:21.000Z,62.997,-148.0762,66.2,1.2,ml,28,43.1999965440003,,0.39,ak,ak11472210,2014-12-31T22:04:00.301Z,"62km SE of Cantwell, Alaska",earthquake
2014-12-23T18:34:06.000Z,59.4737,-151.1698,7.3,0.2,ml,,,,0.19,ak,ak11472209,2014-12-23T20:03:48.119Z,"28km SE of Homer, Alaska",earthquake
2014-12-23T18:32:46.000Z,63.0827,-150.6868,111.8,1.5,ml,26,79.1999936640005,,0.39,ak,ak11472207,2014-12-31T22:03:59.670Z,"89km NNW of Talkeetna, Alaska",earthquake
2014-12-23T18:15:17.310Z,38.0561667,-120.4028333,0.01,1.72,md,5,172,0.02514,0.31,nc,nc72369046,2014-12-24T17:15:40.610Z,"2km N of Columbia, California",quarry_blast
2014-12-23T18:04:53.970Z,38.8219986,-122.8476639,1.87,0.57,md,5,125,0.009932,0.01,nc,nc72369026,2014-12-23T18:44:04.847Z,"9km WNW of The Geysers, California",earthquake
2014-12-23T18:01:37.200Z,19.8227,-155.3798,26.2,1.8,Md,,122.4,0.07186522,0.1,hv,hv60821471,2014-12-31T01:15:13.048Z,"28km W of Pepeekeo, Hawaii",earthquake
2014-12-23T17:49:31.190Z,38.8075,-122.8153333,3.01,0.32,md,21,105,0.0109,0.03,nc,nc72368981,2014-12-24T08:10:03.375Z,"6km WNW of The Geysers, California",earthquake
2014-12-23T17:47:28.160Z,40.8888333,-121.0756667,13.29,1.46,md,11,310,0.2144,0.05,nc,nc72368986,2014-12-24T17:23:03.767Z,"49km E of Burney, California",earthquake
2014-12-23T17:42:00.640Z,38.7523333,-122.7283333,1.82,0.66,md,14,141,0.01267,0.11,nc,nc72368971,2014-12-24T07:16:44.040Z,"3km SE of The Geysers, California",earthquake
2014-12-23T17:36:38.030Z,14.7051,-93.8815,34.18,4.7,mb,,136,2.124,1.09,us,usc000t9ge,2014-12-30T17:06:54.437Z,"130km SSW of Pijijiapan, Mexico",earthquake
2014-12-23T17:31:11.000Z,60.0723,-141.71,6.6,1.3,ml,23,176.399985888001,,0.59,ak,ak11472139,2014-12-31T22:04:01.520Z,"40km E of Cape Yakataga, Alaska",earthquake
2014-12-23T17:25:16.630Z,39.455,-111.0678333,1.54,1.38,ml,10,81,0.142,0.1,uu,uu60096557,2014-12-23T20:30:24.850Z,"16km NNW of Huntington, Utah",earthquake
2014-12-23T17:24:46.000Z,57.8412,-153.6428,49,1.4,ml,8,136.799989056001,,0.23,ak,ak11476858,2014-12-31T22:04:17.527Z,"39km NNE of Larsen Bay, Alaska",earthquake
2014-12-23T17:21:51.650Z,33.2975,-116.2291667,9.58,1.27,ml,33,47,0.1066,0.2,ci,ci37298536,2014-12-23T22:05:59.380Z,"14km ENE of Borrego Springs, California",earthquake
2014-12-23T17:21:02.850Z,37.5011667,-118.8456667,8.84,0.8,md,18,148,0.08968,0.03,nc,nc72368946,2014-12-24T07:47:03.148Z,"19km SE of Mammoth Lakes, California",earthquake
2014-12-23T17:20:49.840Z,33.296,-116.2293333,12.05,1.53,ml,38,35,0.1051,0.2,ci,ci37298528,2014-12-23T22:06:48.550Z,"14km ENE of Borrego Springs, California",earthquake
2014-12-23T17:18:59.000Z,36.8021,-98.1315,5.83,2.8,ml,,105,,0.79,us,usc000t9gg,2014-12-30T16:40:04.882Z,"20km ENE of Cherokee, Oklahoma",earthquake
2014-12-23T17:16:25.930Z,38.5194,-118.4933,10.4067,1.01,ml,5,136.15,0.111,0.0161,nn,nn00473472,2014-12-23T18:06:56.124Z,"11km E of Hawthorne, Nevada",earthquake
2014-12-23T17:10:22.270Z,38.8218333,-122.7843333,3.15,0.22,md,15,63,0.009024,0.04,nc,nc72368936,2014-12-31T02:40:24.110Z,"5km W of Cobb, California",earthquake
2014-12-23T17:09:26.000Z,54.5996,-161.7868,58.6,2.5,ml,9,201.599983872001,,0.44,ak,ak11472091,2014-12-31T22:04:41.856Z,"88km SE of Cold Bay, Alaska",earthquake
2014-12-23T17:07:45.064Z,38.7245,-119.934,0,2.18,ml,5,205.91,0.678,,nn,nn00473468,2014-12-29T19:49:05.515Z,"23km S of South Lake Tahoe, California",acoustic_noise
2014-12-23T17:04:19.000Z,64.8035,-149.1535,15.4,0.6,ml,17,61.1999951040004,,0.53,ak,ak11472089,2014-12-31T22:04:00.955Z,"25km N of North Nenana, Alaska",earthquake
2014-12-23T17:03:41.850Z,37.6413333,-118.9408333,7.29,0.53,md,18,67,0.02468,0.04,nc,nc72368926,2014-12-31T02:40:21.970Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-12-23T17:02:21.150Z,35.2891667,-118.003,2.37,1.05,ml,17,66,0.1304,0.23,ci,ci37298520,2014-12-23T22:06:06.330Z,"18km N of California City, California",earthquake
2014-12-23T17:01:58.890Z,33.2956667,-116.2295,10.94,1.42,ml,37,42,0.1047,0.2,ci,ci37298512,2014-12-23T22:06:24.840Z,"14km ENE of Borrego Springs, California",earthquake
2014-12-23T16:55:51.600Z,44.4225,-114.1213,13.6,2.4,mc,23,57.5999953920004,0.5246161,0.24,mb,mb14045731,2014-12-29T19:57:19.276Z,"12km SE of Challis, Idaho",earthquake
2014-12-23T16:44:37.360Z,34.3421667,-116.8831667,1.1,1.23,ml,22,72,0.08553,0.29,ci,ci37298504,2014-12-23T22:06:27.740Z,"9km NNW of Big Bear City, California",earthquake
2014-12-23T16:44:09.000Z,62.3195,-148.7097,47.6,0.9,ml,19,50.3999959680003,,0.39,ak,ak11472087,2014-12-31T22:03:30.412Z,"58km N of Sutton-Alpine, Alaska",earthquake
2014-12-23T16:41:11.840Z,37.5998333,-118.785,7.28,0.69,md,14,177,0.03638,0.03,nc,nc72368921,2014-12-24T18:56:02.245Z,"17km ESE of Mammoth Lakes, California",earthquake
2014-12-23T16:26:37.000Z,60.3413,-141.32,18.7,1.1,ml,18,71.9999942400005,,0.29,ak,ak11472085,2014-12-31T22:03:29.432Z,"68km ENE of Cape Yakataga, Alaska",earthquake
2014-12-23T16:22:23.000Z,62.2585,-150.4917,62.4,1.3,ml,25,68.3999945280004,,0.22,ak,ak11472083,2014-12-31T22:04:02.705Z,"21km WSW of Talkeetna, Alaska",earthquake
2014-12-23T16:21:04.100Z,36.8185,-97.7049,5.602,2.6,ml,,42,,0.41,us,usc000t9g2,2014-12-24T00:23:41.825Z,"2km ENE of Medford, Oklahoma",earthquake
2014-12-23T16:20:09.500Z,42.4635,-111.4218,11.9,1.9,mc,10,255.599979552002,0.3835806,0.2,mb,mb14388042,2014-12-29T19:57:14.822Z,"18km NNW of Montpelier, Idaho",earthquake
2014-12-23T16:14:27.650Z,38.8218333,-122.7965,3.41,0.24,md,13,90,0.01072,0.02,nc,nc72368896,2014-12-24T07:42:02.827Z,"6km W of Cobb, California",earthquake
2014-12-23T16:13:27.000Z,63.0775,-149.0935,9.3,1.2,ml,,,,0.65,ak,ak11472081,2014-12-31T22:04:02.105Z,"35km SSW of Cantwell, Alaska",earthquake
2014-12-23T16:08:57.000Z,63.086,-149.0799,14.3,0.4,ml,10,147.599988192001,,0.28,ak,ak11472079,2014-12-31T22:03:27.272Z,"34km S of Cantwell, Alaska",earthquake
2014-12-23T15:55:41.410Z,37.4703333,-118.8351667,9.13,0.5,md,12,175,0.1196,0.03,nc,nc72368886,2015-01-01T01:42:01.870Z,"23km SSE of Mammoth Lakes, California",earthquake
2014-12-23T15:51:26.300Z,36.9666667,-121.458,5.01,1.07,md,26,54,0.04677,0.08,nc,nc72368881,2014-12-23T22:50:03.009Z,"10km ESE of Gilroy, California",earthquake
2014-12-23T15:46:36.710Z,38.8438339,-122.8274994,2.52,0.45,md,8,87,0.008145,0.01,nc,nc72368871,2014-12-23T18:20:02.434Z,"9km WNW of Cobb, California",earthquake
2014-12-23T15:45:55.000Z,64.8392,-148.8413,17.9,0.4,ml,13,100.799991936001,,0.74,ak,ak11472076,2014-12-31T22:03:26.550Z,"31km NNE of North Nenana, Alaska",earthquake
2014-12-23T15:45:52.820Z,37.4661667,-118.8408333,6.89,0.52,md,9,179,0.124,0.03,nc,nc72368876,2015-01-01T01:15:10.451Z,"23km SSE of Mammoth Lakes, California",earthquake
2014-12-23T15:40:23.970Z,-6.9088,125.0003,546.89,4.8,mb,,27,2.919,0.62,us,usc000t9fj,2014-12-23T23:43:05.687Z,"193km NNW of Dili, East Timor",earthquake
2014-12-23T15:26:58.160Z,38.8205,-122.7656667,2.79,0.26,md,10,78,0.01378,0.02,nc,nc72368861,2014-12-24T07:03:04.200Z,"3km W of Cobb, California",earthquake
2014-12-23T15:21:38.600Z,44.4606,-114.1701,8.4,2.5,mc,22,75.5999939520005,0.5677353,0.23,mb,mb14804778,2014-12-24T23:02:09.963Z,"6km SE of Challis, Idaho",earthquake
2014-12-23T15:15:00.950Z,37.5066667,-121.9141667,1.04,1.79,md,29,50,0.0215,0.08,nc,nc72368851,2014-12-24T02:06:04.646Z,"8km SE of Fremont, California",earthquake
2014-12-23T15:06:38.000Z,65.122,-149.9661,3.5,1.4,ml,,,,0.74,ak,ak11472030,2014-12-31T22:04:03.854Z,"34km ENE of Manley Hot Springs, Alaska",earthquake
2014-12-23T14:59:14.560Z,38.8203316,-122.8093338,4.69,0.45,md,8,88,0.01651,0.02,nc,nc72368846,2014-12-23T17:35:04.914Z,"6km NW of The Geysers, California",earthquake
2014-12-23T14:54:38.000Z,63.4929,-148.1282,2.6,1.2,ml,,,,0.48,ak,ak11472028,2014-12-31T22:04:03.264Z,"42km ENE of Cantwell, Alaska",earthquake
2014-12-23T14:46:22.900Z,35.5045,-118.2928333,7.57,1.24,ml,17,69,0.1285,0.24,ci,ci37298496,2014-12-23T22:06:32.060Z,"17km S of Weldon, California",earthquake
2014-12-23T14:42:47.040Z,44.4431,-114.1552,5,2.6,ml,,82,0.553,0.21,us,usc000t9wp,2014-12-31T19:24:10.559Z,"9km SE of Challis, Idaho",earthquake
2014-12-23T14:36:51.900Z,19.1835,-155.351,27.8,1.7,Md,,180,0.07186522,0.11,hv,hv60821451,2014-12-29T21:18:46.418Z,"13km E of Pahala, Hawaii",earthquake
2014-12-23T14:33:20.800Z,44.4498,-114.1623,12.1,2.5,mc,20,75.5999939520005,0.5596504,0.13,mb,mb14489400,2014-12-24T23:02:00.510Z,"8km SE of Challis, Idaho",earthquake
2014-12-23T14:24:03.000Z,61.1726,-149.9755,46,1.4,ml,,,,0.54,ak,ak11472027,2014-12-31T22:04:14.850Z,"6km SW of Anchorage, Alaska",earthquake
2014-12-23T14:23:02.000Z,60.7606,-140.4421,17.8,1.6,ml,,,,0.75,ak,ak11472022,2014-12-31T22:04:05.052Z,"134km NE of Cape Yakataga, Alaska",earthquake
2014-12-23T14:22:35.200Z,38.809166,-122.8000031,2.21,1.32,md,21,58,0.003862,0.03,nc,nc72368841,2014-12-23T17:05:05.995Z,"5km NW of The Geysers, California",earthquake
2014-12-23T14:22:12.000Z,65.1435,-149.9868,15.7,2.2,ml,,,,0.61,ak,ak11472019,2014-12-31T22:04:04.460Z,"34km ENE of Manley Hot Springs, Alaska",earthquake
2014-12-23T14:19:17.340Z,39.154,-123.5966667,6.27,1.67,md,9,163,0.05121,0.03,nc,nc72368831,2014-12-25T03:00:05.820Z,"25km NW of Boonville, California",earthquake
2014-12-23T14:16:42.360Z,38.8101654,-122.8040009,3.09,0.55,md,7,83,0.007141,0.01,nc,nc72368826,2014-12-23T15:38:04.422Z,"5km NW of The Geysers, California",earthquake
2014-12-23T14:10:22.780Z,35.8775,-117.681,1.1,0.95,ml,10,101,0.07452,0.21,ci,ci37298488,2014-12-23T22:06:34.790Z,"27km NNE of China Lake Acres, California",earthquake
2014-12-23T14:04:17.000Z,64.8608,-149.0491,18,0.3,ml,17,82.7999933760005,,0.48,ak,ak11472018,2014-12-31T22:03:52.902Z,"31km N of North Nenana, Alaska",earthquake
2014-12-23T13:58:48.470Z,-2.9683,129.9096,44.46,4.4,mb,,82,2.336,1.08,us,usc000t9f6,2014-12-23T22:01:29.522Z,"117km ENE of Amahai, Indonesia",earthquake
2014-12-23T13:52:34.870Z,44.4785,-114.167,5,3.5,ml,,83,0.571,0.6,us,usc000t9de,2014-12-24T23:03:29.988Z,"5km ESE of Challis, Idaho",earthquake
2014-12-23T13:41:15.499Z,41.8852,-119.6558,4.3001,1.33,ml,4,218.61,0.124,0.0951,nn,nn00474228,2014-12-29T19:26:24.571Z,"66km ESE of Lakeview, Oregon",earthquake
2014-12-23T13:41:11.717Z,36.5324,-116.3173,8.1163,0.64,ml,15,94.86,0.085,0.1012,nn,nn00473429,2014-12-23T13:57:53.323Z,"46km NW of Pahrump, Nevada",earthquake
2014-12-23T13:37:42.810Z,-9.8797,123.9081,67.78,4.4,mb,,62,0.374,1.14,us,usc000t9dc,2014-12-23T21:40:22.363Z,"34km SSE of Naisano Dua, Indonesia",earthquake
2014-12-23T13:36:22.610Z,34.0073333,-117.2026667,13.04,1.09,ml,23,45,0.08005,0.21,ci,ci37298480,2014-12-23T22:06:39.490Z,"5km SSW of Redlands, California",earthquake
2014-12-23T13:18:22.000Z,63.0118,-149.541,12.3,0.8,ml,,,,0.67,ak,ak11471974,2014-12-31T22:04:07.651Z,"51km SW of Cantwell, Alaska",earthquake
2014-12-23T12:34:00.800Z,44.4495,-114.1523,10.8,2.4,mc,18,82.7999933760005,0.5524639,0.14,mb,mb14174023,2014-12-24T22:56:33.515Z,"8km SE of Challis, Idaho",earthquake
2014-12-23T12:33:37.040Z,36.9682,-104.8502,6.37,3.4,ml,,86,0.39,0.72,us,usc000t9d5,2014-12-23T22:33:49.160Z,"37km WNW of Raton, New Mexico",earthquake
2014-12-23T12:31:58.200Z,37.6325,-112.2653333,11.66,0.65,md,7,138,0.192,0.06,uu,uu60096497,2014-12-23T16:40:28.430Z,"25km SE of Panguitch, Utah",earthquake
2014-12-23T12:26:50.000Z,62.1911,-145.6625,21.4,1.3,ml,,,,0.52,ak,ak11471973,2014-12-31T22:04:06.648Z,"10km NNW of Glennallen, Alaska",earthquake
2014-12-23T12:16:20.000Z,60.3943,-152.0593,87.6,1.4,ml,25,64.7999948160004,,0.2,ak,ak11476841,2014-12-31T22:03:53.686Z,"38km ESE of Redoubt Volcano, Alaska",earthquake
2014-12-23T12:11:51.000Z,62.1964,-145.6453,19.5,1.2,ml,17,79.1999936640005,,0.61,ak,ak11471930,2014-12-31T22:03:25.705Z,"11km NNW of Glennallen, Alaska",earthquake
2014-12-23T12:01:26.190Z,39.3278333,-110.6033333,2.57,1.42,ml,13,136,0.18,0.09,uu,uu60096492,2014-12-23T16:37:21.400Z,"26km SSE of Wellington, Utah",earthquake
2014-12-23T12:00:39.000Z,65.2416,-148.9632,8.8,0.5,ml,13,125.999989920001,,0.72,ak,ak11471928,2014-12-31T22:03:52.287Z,"62km NW of Ester, Alaska",earthquake
2014-12-23T11:56:26.100Z,44.4198,-114.1588,6.4,3.3,mc,6,291.599976672002,0.5506673,0.05,mb,mb14647871,2014-12-24T23:02:06.891Z,"11km SSE of Challis, Idaho",earthquake
2014-12-23T11:55:54.780Z,44.5132,-114.1757,5,3.7,ml,,63,0.588,0.97,us,usc000t9cz,2014-12-25T01:47:07.019Z,"4km ENE of Challis, Idaho",earthquake
2014-12-23T11:54:30.000Z,60.4632,-152.0561,90.3,1.6,ml,,,,0.39,ak,ak11471927,2014-12-31T22:04:08.982Z,"37km E of Redoubt Volcano, Alaska",earthquake
2014-12-23T11:53:34.980Z,44.5149,-114.1714,5,3.1,ml,,36,0.585,1.17,us,usc000t9cy,2014-12-24T22:56:18.911Z,"4km ENE of Challis, Idaho",earthquake
